  0.743943, -0.231510,1,0,0
  0.970940,  0.272941,1,0,0
  0.582835,  0.847091,0,1,0
  0.982484,  0.736935,1,0,0
 -0.995703,  0.929736,1,0,0
  0.108023, -0.533019,1,0,0
 -0.378360,  0.935533,1,0,0
 -0.490116,  0.336759,1,0,0
 -0.974635, -0.198288,0,0,1
  0.710582, -0.261356,1,0,0
  0.248398, -0.034268,0,1,0
  0.252031,  0.992078,1,0,0
 -0.676623,  0.008060,0,0,1
 -0.795883,  0.259534,1,0,0
  0.170921,  0.002683,0,1,0
 -0.241709,  0.027974,1,0,0
  0.808549,  0.185135,0,1,0
 -0.342284,  0.924856,1,0,0
  0.573462, -0.778057,1,0,0
  0.250988,  0.256190,0,1,0
  0.503084, -0.869349,1,0,0
 -0.921165, -0.374966,0,0,1
 -0.968730, -0.058809,0,0,1
 -0.629717,  0.507983,1,0,0
  0.499280, -0.051586,0,1,0
  0.065961, -0.696118,1,0,0
 -0.470939, -0.351967,0,0,1
 -0.955962,  0.490716,1,0,0
  0.786970,  0.325523,0,1,0
  0.441550, -0.057499,0,1,0
 -0.986663,  0.494848,1,0,0
 -0.192962,  0.729631,1,0,0
  0.687207, -0.764214,1,0,0
  0.454618, -0.735204,1,0,0
 -0.981207,  0.284170,1,0,0
 -0.360680, -0.007966,0,0,1
 -0.625203, -0.484613,0,0,1
 -0.224644,  0.385579,1,0,0
  0.295646, -0.656403,1,0,0
  0.506280, -0.434501,1,0,0
  0.608974, -0.073900,0,1,0
  0.350815,  0.164515,0,1,0
 -0.747102,  0.052972,0,0,1
  0.059421,  0.595020,0,1,0
 -0.945698,  0.916687,1,0,0
 -0.618815, -0.664471,0,0,1
  0.694954, -0.439058,1,0,0
 -0.632421,  0.010153,0,0,1
 -0.529696, -0.518373,0,0,1
 -0.403493,  0.588971,1,0,0
 -0.244569, -0.717306,0,0,1
  0.030115,  0.078150,0,1,0
 -0.936480,  0.202088,1,0,0
 -0.746161, -0.927547,1,0,0
 -0.373686,  0.814062,1,0,0
  0.165608,  0.317641,0,1,0
 -0.430584,  0.591343,1,0,0
  0.346978,  0.407361,0,1,0
  0.336348, -0.762357,1,0,0
  0.044520,  0.842250,1,0,0
 -0.680925,  0.367927,1,0,0
  0.003101, -0.036892,1,0,0
 -0.587847, -0.908757,0,0,1
  0.630212,  0.616688,0,1,0
 -0.149495,  0.019076,1,0,0
  0.342729, -0.183572,1,0,0
 -0.949657, -0.686460,0,0,1
 -0.421635, -0.093529,0,0,1
  0.385568,  0.142676,0,1,0
 -0.907446,  0.908299,1,0,0
  0.277768,  0.053208,0,1,0
 -0.149506, -0.441923,0,0,1
 -0.682902,  0.351180,1,0,0
  0.171713, -0.103504,1,0,0
